ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,coord_x,coord_y,DEFAUT,Collet,Houppier,Racine,Tronc
region3,2004,2015,2016,15,excelsior,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 20-50,Bois semi naturel,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1912370.196,4222186.999,non,non,non,non,non
region2,2004,2015,2017,25,platyphyllos,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 6-10,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914161.962,4224742.105,oui,non,non,non,oui
region5,2004,2015,2018,25,siliquastrum,passages fréquents ou arrêts,Cercis,Arbre davenir incertain, 0-1,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1915551.289,4222832.445,non,non,non,non,non
region4,2004,2015,2016,25,lawsoniana,passages fréquents ou arrêts,Chamaecyparis,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913760.746,4223632.255,oui,oui,non,oui,non
region2,2004,2014,2016,25,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915024.093,4225067.49,non,non,non,non,non
region1,2004,2013,2020,25,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912471.819,4223747.274,non,non,non,non,non
region5,2004,2014,2014,15,hippocastanum,passages fréquents et arrêts fréquents,Aesculus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Controle tuteur attache ou protection,oui,vigoureux,1915480.142,4222685.916,oui,non,non,non,oui
region5,2004,2015,2016,45,exelsa,passages fréquents et arrêts fréquents,Picea,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914886.804,4223884.744,oui,non,non,non,oui
region6,2004,2015,2018,35,saccharinum,passages fréquents ou arrêts,Acer,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigueur intermédiaire,1914821.659,4222271.318,oui,non,oui,non,oui
region5,2004,2015,2016,15,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915353.309,4224671.229,non,non,non,non,non
region2,2004,2013,2016,85,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914940.438,4224398.777,non,non,non,non,non
region1,2004,2015,2018,25,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912936.387,4225004.539,non,non,non,non,non
region2,2004,2015,2016,15,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1914328.461,4224007.687,non,non,non,non,non
region6,2004,2015,2020,25,nigra,passages fréquents et arrêts fréquents,Juglans,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914181.716,4221773.46,oui,non,oui,non,non
region4,2004,2014,2014,5,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre jeune,Controle,non,vigoureux,1914963.482,4223312.112,non,non,non,non,non
region2,2004,2015,2016,25,grandiflora,passages fréquents et arrêts fréquents,Magnolia,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914460.179,4223968.382,oui,non,non,non,oui
region3,2004,2015,2016,35,triacanthos,passages fréquents et arrêts fréquents,Gleditsia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912496.996,4222617.627,oui,non,non,non,oui
region2,2004,2013,2016,25,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913893.894,4224649.482,non,non,non,non,non
region3,2009,2015,2016,5,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir incertain, 6-10,Arbre de voirie,Arbre jeune,Arbre jeune,inconnu,oui,vigoureux,1912514.892,4223536.801,oui,oui,non,non,oui
region2,2004,2014,2016,25,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915366.103,4225726.972,non,non,non,non,non
region3,2004,2013,2016,45,occidentalis,passages fréquents ou arrêts,Celtis,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913341.249,4223503.747,non,non,non,non,non
region3,2004,2013,2016,55,australis,passages fréquents ou arrêts,Celtis,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913333.097,4223470.575,non,non,non,non,non
region3,2014,2014,2020,15,babylonica,passages fréquents ou arrêts,Salix,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912774.048,4221991.564,non,non,non,non,non
region6,2004,2015,2016,15,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1913924.991,4221681.99,oui,non,non,non,oui
region5,2004,2014,2014,55,chrysocoma,passages fréquents ou arrêts,Salix,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1916041.22,4222649.003,oui,non,oui,non,oui
region5,2005,2015,2017,15,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914722.387,4224228.626,non,non,non,non,non
region3,2004,2013,2016,25,colurna,passages fréquents ou arrêts,Corylus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913299.106,4223446.681,non,non,non,non,non
region1,2004,2014,2014,25,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de bois mort,oui,vigueur intermédiaire,1913238.248,4225047.125,oui,non,oui,non,non
region5,2004,2014,2014,25,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915651.999,4224251.139,oui,non,oui,oui,non
region2,2004,2015,2017,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 5 ans, 1-5,Arbre de voirie,Arbre vieillissant,Arbre vieillissant,Controle,oui,vieillissement dépérissement,1913420.863,4225307.779,oui,oui,oui,non,oui
region4,2004,2014,2014,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 5 ans, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille mise en sécurité,non,vigoureux,1913679.555,4223230.894,oui,non,oui,non,oui
region2,2009,2014,2016,5,sempervirens,passages fréquents et arrêts fréquents,Cupressus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,inconnu,oui,vigoureux,1914210.346,4224277.176,non,non,non,non,non
region5,2004,2015,2020,15,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915800.445,4224591.383,non,non,non,non,non
region5,2010,2015,2017,35,hippocastanum,passages fréquents et arrêts fréquents,Aesculus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915251.713,4222854.748,non,non,non,non,non
region2,2004,2014,2016,15,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1915072.923,4224668.977,non,non,non,non,non
region1,2014,2014,2019,15,spaitii,passages fréquents ou arrêts,Alnus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912494.864,4225960.42,non,non,non,non,non
region6,2004,2015,2020,25,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914563.777,4221803.583,non,non,non,non,non
region4,2004,2013,2016,15,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre à abattre dans les 10 ans, 6-10,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914183.632,4223080.721,oui,non,non,non,oui
region4,2004,2015,2020,25,campestris,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915010.71,4222923.046,oui,non,oui,non,non
region4,2004,2013,2016,45,pseudoacacia,passages fréquents et arrêts fréquents,Robinia,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1914936.014,4223682.717,oui,non,oui,non,oui
region1,2004,2014,2014,25,americana,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913442.118,4224305.19,non,non,non,non,non
region4,2004,2014,2014,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913637.857,4223239.717,oui,non,oui,oui,non
region6,2004,2015,2020,45,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914293.682,4221780.047,oui,non,oui,non,non
region5,2004,2013,2016,25,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,oui,vigoureux,1915055.036,4222365.506,non,non,non,non,non
region5,2004,2014,2016,115,alba,passages fréquents et arrêts fréquents,Populus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1915193.241,4222832.819,oui,oui,non,oui,oui
region1,2004,2013,2018,25,negundo,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1912546.72,4223733.578,non,non,non,non,non
region6,2004,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914226.843,4222076.305,non,non,non,non,non
region2,2011,2014,2015,15,cerris,passages fréquents et arrêts fréquents,Quercus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1914900.101,4225361.75,non,non,non,non,non
region6,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915002.518,4221053.937,non,non,non,non,non
region4,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913851.595,4222779.598,non,non,non,non,non
region6,2009,2015,2018,15,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914195.915,4222182.908,non,non,non,non,non
region4,2005,2015,2018,15,campestris,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914149.982,4222606.192,non,non,non,non,non
region6,2004,2013,2016,45,tomentosa,passages fréquents ou arrêts,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1914839.12,4222238.576,non,non,non,non,non
region2,2006,2015,2017,85,inconnu,passages fréquents et arrêts fréquents,Thuja,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre vieillissant,Taille formation et mise au gabarit,non,vigoureux,1915122.041,4225283.589,non,non,non,non,non
region4,2004,2015,2017,15,sylvestris,passages fréquents ou arrêts,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigueur intermédiaire,1914027.646,4222859.43,non,non,non,non,non
region1,2013,2013,2019,15,inconnu,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1913114.768,4225598.42,non,non,non,non,non
region6,2004,2015,2020,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914501.878,4221855.418,oui,non,non,oui,oui
region2,2004,2014,2014,55,abies,passages fréquents et arrêts fréquents,Picea,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915193.826,4225001.736,oui,non,oui,non,non
region6,2004,2014,2014,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915135.294,4221328.319,non,non,non,non,non
region4,2004,2013,2016,25,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914127.765,4222617.951,non,non,non,non,non
region6,2009,2015,2017,5,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914962.075,4221423.422,non,non,non,non,non
region1,2006,2013,2016,15,inconnu,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913071.966,4225004.896,non,non,non,non,non
region3,2004,2013,2012,55,triacanthos,passages fréquents et arrêts fréquents,Gleditsia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912794.825,4221757.141,non,non,non,non,non
region3,2004,2013,2016,5,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1912396.92,4222386.944,non,non,non,non,non
region6,2004,2011,2016,55,inconnu,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille mise en sécurité,non,vigoureux,1915280.611,4221986.681,non,non,non,non,non
region6,2004,2014,2015,25,kagayamae,passages fréquents et arrêts fréquents,Morus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914397.772,4221447.078,non,non,non,non,non
region1,2013,2013,2019,15,ornus,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1913129.905,4225538.661,non,non,non,non,non
region4,2004,2015,2017,15,cordata,passages fréquents et arrêts fréquents,Alnus,Arbre davenir incertain, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Abattage,non,vigueur intermédiaire,1915108.851,4222837.973,oui,non,oui,non,non
region6,2004,2013,2016,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915092.499,4221059.49,non,non,non,non,non
region4,2004,2015,2016,15,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913573.41,4223085.32,non,non,non,non,non
region6,2004,2015,2020,25,cappadocicum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914600.637,4221916.56,non,non,non,non,non
region1,2004,2014,2014,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,oui,vigoureux,1912704.114,4224921.554,non,non,non,non,non
region3,2009,2015,2019,5,regia,passages fréquents et arrêts fréquents,Juglans,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1912447.064,4222473.753,non,non,non,non,non
region6,2004,2015,2018,35,alba,passages fréquents et arrêts fréquents,Populus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre vieillissant,Arbre vieillissant,Controle,non,vigoureux,1914759.701,4222041.735,non,non,non,non,non
region3,2004,2015,2015,45,carnea,passages fréquents et arrêts fréquents,Aesculus,Arbre à abattre dans les 5 ans, 1-5,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Abattage,non,vigoureux,1913113.875,4222956.976,oui,non,non,non,oui
region6,2004,2014,2014,25,platanoides,passages fréquents ou arrêts,Acer,Arbre à abattre dans les 5 ans, 0-1,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914618.465,4221494.327,oui,non,non,non,oui
region5,2014,2014,2019,15,tomentosa,passages fréquents ou arrêts,Paulownia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1914958.253,4222623.629,non,non,non,non,non
region2,2004,2014,2015,15,siliquastrum,passages fréquents et arrêts fréquents,Cercis,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1914616.515,4225351.599,non,non,non,non,non
region5,2004,2015,2018,45,pseudoacacia,passages fréquents ou arrêts,Robinia,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1915309.594,4224799.741,oui,oui,oui,non,non
